x,y,name
0.716323930104864,-0.6765478022558126,garethdandrews
0.3114566106674573,-0.2277959489359622,bearcalleddave
-0.12043888797048677,-0.24842587353069379,khuneeee
0.09964589784570431,-0.2608662401591482,Whatashamemum
0.009821823019197574,-0.19781354096745113,JamesPicton
-0.3902913971402128,-0.5528035221284134,TheProseph
-0.2530291756203087,-0.6448835955453458,dylankench
-0.28363222186134174,-0.42219835282473367,percyDD
0.07793698322876381,-0.3282798831773934,CatTemplar
-0.20193728594225896,-0.3230418467531499,tomoswootton
-0.48967258646958206,-0.5428003175373558,SonnyThornhill
-0.17963993101053122,-0.24804843268426216,JonnyClark1990
0.1561645979862279,-0.3893125313509694,matgracias
0.00702363292904168,-0.16940495387151192,Primo_s
2.2186930575635518E-4,0.06229164355910421,Callipyginous
-0.3375470608109121,-0.5877696952252416,seam_boi
-0.18484937370412263,-0.5234895180029873,BroomPerson21
-0.1573293937910646,-0.15134364618716478,Mathearny95
-0.12757070240220725,-0.5246213995414007,tafferss
0.5380354584646929,-0.6587941155751907,thigmotaxis
-0.1333322366231433,-0.23019912602110712,qqalto
-0.04680263300563139,-0.013313656515535245,robert11789
0.29707994374495167,-0.41623428731957607,Napoleonidas-
-0.07532202153610192,-0.05318679716373342,AndyPhillips_
0.13561476494043317,0.02909624209364208,Nath_fm
0.010887665095003829,0.03829209675257791,ESC_PaperTiger
0.022821866671451592,0.04633425647374836,flos
0.12533949600118838,0.01878233154686557,Woodawgy
-0.006252287801914788,0.05506198978131726,LordAssHole
0.019665032548054694,0.10912061869142062,it0247
0.00199559211284396,0.11488343941167292,zensunn
-0.04603264636666225,-0.007656768875044439,Asavingwhisper
0.03360538142264757,0.044140141536056436,Lialka1991
0.07883268015050206,-0.08156150473543983,Simian9
-0.02419810478621498,-0.012212062228559141,Fairlight87
0.01208613279727045,0.013108315887379918,xglax
-0.028917106220016992,0.023968640030492632,ReinR
0.04633478265810099,-0.08819577158280077,Jordanlol
0.022537139883155685,0.09866984739407667,emmcho
0.01544103772068177,0.1555584737802749,Shagaravath
0.027781431554896045,0.18761939047883147,ProcionZerg
0.01939337819358619,0.1853868173899887,GatoRaiga
0.042495907100151636,0.18974194245500228,Romanius
-0.07598294811588396,0.002927817514986563,m7md-ye7ia
0.015314472333955066,0.12376389938222929,AltariusW
-0.06475994492307885,-0.08338304400353513,samwh
-0.057652333380857845,-0.09952036377321917,CrouchEndChris
0.014183151389644575,0.017908273475531762,keygen
0.06724902985158256,-0.020856167110592322,tanya_90
-0.007744296623190873,-0.026226881639016486,Darchoo
0.011729548506553488,0.02787119391118823,pliffgrieff
0.011729548506553488,0.02787119391118823,FAKEFAKE
-0.026053913243159622,0.0466111265734242,Contemptible
0.02136813115785008,-0.08779532343315048,DrewQu
0.018208552346222286,0.030258550131010066,marcusp84
0.11837447785917359,0.020046257551613114,twisstichrissi
0.07154620578335019,-0.21553820788085384,mscpalves
0.1073670480120092,-0.2715936376905236,yogurdegalleta
0.04892217374787704,-0.7581100128922726,some_dude_32
0.0957699748860315,-0.7107267503108171,edenbish
-0.14532488263907642,-0.3567365149024547,shayleeharrison
0.14853259580206396,-0.6161545708414801,JamieCross91
0.06882730142585342,-0.12880767622304024,AliceRae
-0.35457624401294835,-0.6031159506889804,zachandtwo
-0.0772183290619895,-0.31160790501761493,sjules284
-0.27097014861957514,-0.2950577646914527,jimmypena
-0.1803778933246975,-0.25446011421464976,tres_kafkaesque
0.1710468477118256,-0.6244323706241366,Thomasstc
-0.4875915736825922,-0.5828795669400726,tribe__
-0.04719155637914002,-0.015229740828841907,shawncplus
-0.418788432449773,-0.48780743307702823,tomjams
