x,y,name
-0.38763656284222947,0.2862892251075517,garethdandrews
-0.09527646794841549,0.09271656811088466,bearcalleddave
-0.2737767676911272,0.15182884207197267,khuneeee
-0.19159108029067684,0.011136234516249035,Whatashamemum
-0.16093255932044723,-0.05584309516279777,JamesPicton
-0.5505590678112924,-0.4342995107368018,TheProseph
-0.6231090521257162,-0.1745103228941061,dylankench
-0.42449466357247834,-0.30768980008256497,percyDD
-0.1461700047586692,0.21101443586514762,CatTemplar
-0.5702017892332375,-0.4565659930882236,SonnyThornhill
-0.05672388353072517,-0.14257550030456112,AndyPhillips_
-0.3480333846464451,-0.31197636047507976,CianKel
-0.32696389284209015,-0.232090232475265,tomoswootton
-0.24287953743976518,0.17340065358982779,JonnyClark1990
-0.28629799564513175,0.2780119641518126,matgracias
-0.17911448600783825,0.10051359776368772,Primo_s
0.06683387814608345,0.19765272623206306,Callipyginous
-0.5698276491536787,-0.3854099665472727,seam_boi
-0.4666179913741528,-0.2124089970676406,BroomPerson21
-0.1710342924655636,-0.18613098855880542,Mathearny95
-0.5547070156850269,0.24015764184175947,tafferss
-0.42232370562824567,0.2157894706725875,thigmotaxis
-0.2654804245996618,0.2391945178057797,qqalto
-0.02590661131729754,-0.0577645178645857,robert11789
-0.3267931941744858,0.2863713341042051,Napoleonidas-
-0.1699705999304927,-0.2691225657152977,KurtMclester
-0.003141081483890163,0.008346994377866394,samleeney
0.004249721051733152,-0.007181613323695578,chloe-fletcher
-0.41984724075515556,0.09076405980293097,Joe_Yelland
0.05040453536136522,-0.00640667314739785,roxmodr
-0.13375137866138026,-0.15098381700806426,hexmodr
0.2277842320726277,0.41143233381380884,sp1tekiller
0.08865502253091469,0.33956058830458924,Fridgeboy
0.15550596809189604,0.4641688126493523,Jc1990
0.17118358601385858,0.34231005635489486,MaGna720
-0.46110190963311715,-0.1277264475460299,DCCXX
0.029396667295571034,-0.050543719283577614,keygen
-0.18034493368665216,-0.059764479781045696,Raydicon
0.055348581685618764,-0.004147525370265469,Synthenebrism
0.18760685934363058,0.2972944046018003,anarmyoffatkids
-0.5534145772316742,0.3755510805476855,juancarlospl
0.03844238385732112,0.08513934213954692,tranvick
0.06932847364171608,0.14893951507032857,Sonnellion
0.021154599266332078,0.03006441166462092,jakeledoux
-0.012308315121131942,-0.041194772910985666,aliceinelmoland
-0.12734229912519965,0.0912545063672,Skovro
0.0354389062374347,0.030339240847785776,digishit
-0.5013173173099322,0.1277341375857048,Blvd_Nights
-0.011862478758770535,-0.01050341996079468,SuperiorRobot
0.04022990860673587,-0.024347082333916793,YudhiG
-0.10986562565413988,-0.09921671951984623,braydenmclellan
0.029908707489417666,-0.020997248538094194,mcavengers
-0.04017684097589479,-0.034848311053866446,ferrum_23
-0.07627980476382355,-0.08934940474493072,waltrg
-0.2710042029123636,0.10849367722336387,j2los
-0.3525685571044211,-0.15593069865493867,josh_200
-0.022336411726718894,-0.013016960179202133,danoxidous
0.01889761051474053,-0.07548518278993294,conorh333
-0.16530269915378693,-0.18592642699484688,edubbwitthevdub
0.06052259042208617,-0.027097201764895527,subzerosc
-0.22118094051604772,0.2862195632472626,TheDarkOrb
0.13070852201848562,0.12052412071571014,luciferosx
0.006078796329764478,-0.08113968436647441,Kefkef123
-0.03496849943054822,-0.06827214131536673,HendriksM_
0.025060711781002106,-0.0330105582451588,Burloise
0.24300572518006291,0.31616893981690913,b-rad
